player_name,pos,draft_year,team,draft_round,pick_in_round,pick_overall,pfr_draft_url
Cullen Gillaspia,RB,2019,HOU,7,6,220,https://www.pro-football-reference.com/years/2019/draft.htm
Kerrith Whyte Jr,RB,2019,CHI,7,8,222,https://www.pro-football-reference.com/years/2019/draft.htm
Isaac Nauta,TE,2019,DET,7,10,224,https://www.pro-football-reference.com/years/2019/draft.htm
Tommy Sweeney,TE,2019,BUF,7,14,228,https://www.pro-football-reference.com/years/2019/draft.htm
Aliz̩ Mack,TE,2019,NOR,7,17,231,https://www.pro-football-reference.com/years/2019/draft.htm
Chandler Cox,RB,2019,MIA,7,19,233,https://www.pro-football-reference.com/years/2019/draft.htm
Myles Gaskin,RB,2019,MIA,7,20,234,https://www.pro-football-reference.com/years/2019/draft.htm
John Ursua,WR,2019,SEA,7,22,236,https://www.pro-football-reference.com/years/2019/draft.htm
Terry Godwin,WR,2019,CAR,7,23,237,https://www.pro-football-reference.com/years/2019/draft.htm
Dillon Mitchell,WR,2019,MIN,7,25,239,https://www.pro-football-reference.com/years/2019/draft.htm
Olabisi Johnson,WR,2019,MIN,7,33,247,https://www.pro-football-reference.com/years/2019/draft.htm
Caleb Wilson,TE,2019,ARI,7,40,254,https://www.pro-football-reference.com/years/2019/draft.htm
Joe Burrow,QB,2020,CIN,1,1,1,https://www.pro-football-reference.com/years/2020/draft.htm
Tua Tagovailoa,QB,2020,MIA,1,5,5,https://www.pro-football-reference.com/years/2020/draft.htm
Justin Herbert,QB,2020,LAC,1,6,6,https://www.pro-football-reference.com/years/2020/draft.htm
Henry Ruggs III,WR,2020,LVR,1,12,12,https://www.pro-football-reference.com/years/2020/draft.htm
Jerry Jeudy,WR,2020,DEN,1,15,15,https://www.pro-football-reference.com/years/2020/draft.htm
CeeDee Lamb,WR,2020,DAL,1,17,17,https://www.pro-football-reference.com/years/2020/draft.htm
Jalen Reagor,WR,2020,PHI,1,21,21,https://www.pro-football-reference.com/years/2020/draft.htm
Justin Jefferson,WR,2020,MIN,1,22,22,https://www.pro-football-reference.com/years/2020/draft.htm
Brandon Aiyuk,WR,2020,SFO,1,25,25,https://www.pro-football-reference.com/years/2020/draft.htm
Jordan Love,QB,2020,GNB,1,26,26,https://www.pro-football-reference.com/years/2020/draft.htm
Clyde Edwards-Helaire,RB,2020,KAN,1,32,32,https://www.pro-football-reference.com/years/2020/draft.htm
Tee Higgins,WR,2020,CIN,2,1,33,https://www.pro-football-reference.com/years/2020/draft.htm
Michael Pittman Jr.,WR,2020,IND,2,2,34,https://www.pro-football-reference.com/years/2020/draft.htm
D'Andre Swift,RB,2020,DET,2,3,35,https://www.pro-football-reference.com/years/2020/draft.htm
Jonathan Taylor,RB,2020,IND,2,9,41,https://www.pro-football-reference.com/years/2020/draft.htm
Laviska Shenault Jr.,WR,2020,JAX,2,10,42,https://www.pro-football-reference.com/years/2020/draft.htm
Cole Kmet,TE,2020,CHI,2,11,43,https://www.pro-football-reference.com/years/2020/draft.htm
KJ Hamler,WR,2020,DEN,2,14,46,https://www.pro-football-reference.com/years/2020/draft.htm
Chase Claypool,WR,2020,PIT,2,17,49,https://www.pro-football-reference.com/years/2020/draft.htm
Cam Akers,RB,2020,LAR,2,20,52,https://www.pro-football-reference.com/years/2020/draft.htm
Jalen Hurts,QB,2020,PHI,2,21,53,https://www.pro-football-reference.com/years/2020/draft.htm
J.K. Dobbins,RB,2020,BAL,2,23,55,https://www.pro-football-reference.com/years/2020/draft.htm
Van Jefferson,WR,2020,LAR,2,25,57,https://www.pro-football-reference.com/years/2020/draft.htm
Denzel Mims,WR,2020,NYJ,2,27,59,https://www.pro-football-reference.com/years/2020/draft.htm
AJ Dillon,RB,2020,GNB,2,30,62,https://www.pro-football-reference.com/years/2020/draft.htm
Antonio Gibson,RB,2020,WAS,3,2,66,https://www.pro-football-reference.com/years/2020/draft.htm
Ke'Shawn Vaughn,RB,2020,TAM,3,12,76,https://www.pro-football-reference.com/years/2020/draft.htm
Lynn Bowden Jr.,WR,2020,LVR,3,16,80,https://www.pro-football-reference.com/years/2020/draft.htm
Bryan Edwards,WR,2020,LVR,3,17,81,https://www.pro-football-reference.com/years/2020/draft.htm
Zack Moss,RB,2020,BUF,3,22,86,https://www.pro-football-reference.com/years/2020/draft.htm
Devin Asiasi,TE,2020,NWE,3,27,91,https://www.pro-football-reference.com/years/2020/draft.htm
Devin Duvernay,WR,2020,BAL,3,28,92,https://www.pro-football-reference.com/years/2020/draft.htm
Darrynton Evans,RB,2020,TEN,3,29,93,https://www.pro-football-reference.com/years/2020/draft.htm
Josiah Deguara,TE,2020,GNB,3,30,94,https://www.pro-football-reference.com/years/2020/draft.htm
Dalton Keene,TE,2020,NWE,3,37,101,https://www.pro-football-reference.com/years/2020/draft.htm
Adam Trautman,TE,2020,NOR,3,41,105,https://www.pro-football-reference.com/years/2020/draft.htm
Joshua Kelley,RB,2020,LAC,4,6,112,https://www.pro-football-reference.com/years/2020/draft.htm
Harrison Bryant,TE,2020,CLE,4,9,115,https://www.pro-football-reference.com/years/2020/draft.htm
Albert Okwuegbunam,TE,2020,DEN,4,12,118,https://www.pro-football-reference.com/years/2020/draft.htm
La'Mical Perine,RB,2020,NYJ,4,14,120,https://www.pro-football-reference.com/years/2020/draft.htm
Jacob Eason,QB,2020,IND,4,16,122,https://www.pro-football-reference.com/years/2020/draft.htm
Anthony McFarland Jr.,RB,2020,PIT,4,18,124,https://www.pro-football-reference.com/years/2020/draft.htm
James Morgan,QB,2020,NYJ,4,19,125,https://www.pro-football-reference.com/years/2020/draft.htm
Gabriel Davis,WR,2020,BUF,4,22,128,https://www.pro-football-reference.com/years/2020/draft.htm
Colby Parkinson,TE,2020,SEA,4,27,133,https://www.pro-football-reference.com/years/2020/draft.htm
Brycen Hopkins,TE,2020,LAR,4,30,136,https://www.pro-football-reference.com/years/2020/draft.htm
Antonio Gandy-Golden,WR,2020,WAS,4,36,142,https://www.pro-football-reference.com/years/2020/draft.htm
DeeJay Dallas,RB,2020,SEA,4,38,144,https://www.pro-football-reference.com/years/2020/draft.htm
Joe Reed,WR,2020,LAC,5,5,151,https://www.pro-football-reference.com/years/2020/draft.htm
Tyler Johnson,WR,2020,TAM,5,15,161,https://www.pro-football-reference.com/years/2020/draft.htm
Collin Johnson,WR,2020,JAX,5,19,165,https://www.pro-football-reference.com/years/2020/draft.htm
Quintez Cephus,WR,2020,DET,5,20,166,https://www.pro-football-reference.com/years/2020/draft.htm
Jake Fromm,QB,2020,BUF,5,21,167,https://www.pro-football-reference.com/years/2020/draft.htm
John Hightower,WR,2020,PHI,5,22,168,https://www.pro-football-reference.com/years/2020/draft.htm
Isaiah Coulter,WR,2020,HOU,5,25,171,https://www.pro-football-reference.com/years/2020/draft.htm
Jason Huntley,RB,2020,DET,5,26,172,https://www.pro-football-reference.com/years/2020/draft.htm
Darnell Mooney,WR,2020,CHI,5,27,173,https://www.pro-football-reference.com/years/2020/draft.htm
K.J. Osborn,WR,2020,MIN,5,30,176,https://www.pro-football-reference.com/years/2020/draft.htm
Donovan Peoples-Jones,WR,2020,CLE,6,8,187,https://www.pro-football-reference.com/years/2020/draft.htm
Jake Luton,QB,2020,JAX,6,10,189,https://www.pro-football-reference.com/years/2020/draft.htm
Charlie Woerner,TE,2020,SFO,6,11,190,https://www.pro-football-reference.com/years/2020/draft.htm
Quez Watkins,WR,2020,PHI,6,21,200,https://www.pro-football-reference.com/years/2020/draft.htm
James Proche,WR,2020,BAL,6,22,201,https://www.pro-football-reference.com/years/2020/draft.htm
Tyler Davis,TE,2020,JAX,6,27,206,https://www.pro-football-reference.com/years/2020/draft.htm
Isaiah Hodgins,WR,2020,BUF,6,28,207,https://www.pro-football-reference.com/years/2020/draft.htm
Dezmon Patmon,WR,2020,IND,6,33,212,https://www.pro-football-reference.com/years/2020/draft.htm
Freddie Swain,WR,2020,SEA,6,35,214,https://www.pro-football-reference.com/years/2020/draft.htm
Jauan Jennings,WR,2020,SFO,7,3,217,https://www.pro-football-reference.com/years/2020/draft.htm
K.J. Hill,WR,2020,LAC,7,6,220,https://www.pro-football-reference.com/years/2020/draft.htm
Eno Benjamin,RB,2020,ARI,7,8,222,https://www.pro-football-reference.com/years/2020/draft.htm
Cole McDonald,QB,2020,TEN,7,10,224,https://www.pro-football-reference.com/years/2020/draft.htm
Ben DiNucci,QB,2020,DAL,7,17,231,https://www.pro-football-reference.com/years/2020/draft.htm
Tommy Stevens,QB,2020,NOR,7,26,240,https://www.pro-football-reference.com/years/2020/draft.htm
Nate Stanley,QB,2020,MIN,7,30,244,https://www.pro-football-reference.com/years/2020/draft.htm
Raymond Calais,RB,2020,TAM,7,31,245,https://www.pro-football-reference.com/years/2020/draft.htm
Malcolm Perry,RB,2020,MIA,7,32,246,https://www.pro-football-reference.com/years/2020/draft.htm
Stephen Sullivan,TE,2020,SEA,7,37,251,https://www.pro-football-reference.com/years/2020/draft.htm
Tyrie Cleveland,WR,2020,DEN,7,38,252,https://www.pro-football-reference.com/years/2020/draft.htm
Trevor Lawrence,QB,2021,JAX,1,1,1,https://www.pro-football-reference.com/years/2021/draft.htm
Zach Wilson,QB,2021,NYJ,1,2,2,https://www.pro-football-reference.com/years/2021/draft.htm
Trey Lance,QB,2021,SFO,1,3,3,https://www.pro-football-reference.com/years/2021/draft.htm
Kyle Pitts,TE,2021,ATL,1,4,4,https://www.pro-football-reference.com/years/2021/draft.htm
Ja'Marr Chase,WR,2021,CIN,1,5,5,https://www.pro-football-reference.com/years/2021/draft.htm
Jaylen Waddle,WR,2021,MIA,1,6,6,https://www.pro-football-reference.com/years/2021/draft.htm
DeVonta Smith,WR,2021,PHI,1,10,10,https://www.pro-football-reference.com/years/2021/draft.htm
Justin Fields,QB,2021,CHI,1,11,11,https://www.pro-football-reference.com/years/2021/draft.htm
Mac Jones,QB,2021,NWE,1,15,15,https://www.pro-football-reference.com/years/2021/draft.htm
Kadarius Toney,WR,2021,NYG,1,20,20,https://www.pro-football-reference.com/years/2021/draft.htm
Najee Harris,RB,2021,PIT,1,24,24,https://www.pro-football-reference.com/years/2021/draft.htm
Travis Etienne,RB,2021,JAX,1,25,25,https://www.pro-football-reference.com/years/2021/draft.htm
Rashod Bateman,WR,2021,BAL,1,27,27,https://www.pro-football-reference.com/years/2021/draft.htm
Elijah Moore,WR,2021,NYJ,2,2,34,https://www.pro-football-reference.com/years/2021/draft.htm
Javonte Williams,RB,2021,DEN,2,3,35,https://www.pro-football-reference.com/years/2021/draft.htm
Rondale Moore,WR,2021,ARI,2,17,49,https://www.pro-football-reference.com/years/2021/draft.htm
Pat Freiermuth,TE,2021,PIT,2,23,55,https://www.pro-football-reference.com/years/2021/draft.htm
D'Wayne Eskridge,WR,2021,SEA,2,24,56,https://www.pro-football-reference.com/years/2021/draft.htm
Tutu Atwell,WR,2021,LAR,2,25,57,https://www.pro-football-reference.com/years/2021/draft.htm
Terrace Marshall Jr.,WR,2021,CAR,2,27,59,https://www.pro-football-reference.com/years/2021/draft.htm
Kyle Trask,QB,2021,TAM,2,32,64,https://www.pro-football-reference.com/years/2021/draft.htm
Kellen Mond,QB,2021,MIN,3,2,66,https://www.pro-football-reference.com/years/2021/draft.htm
Davis Mills,QB,2021,HOU,3,3,67,https://www.pro-football-reference.com/years/2021/draft.htm
Josh Palmer,WR,2021,LAC,3,13,77,https://www.pro-football-reference.com/years/2021/draft.htm
Hunter Long,TE,2021,MIA,3,17,81,https://www.pro-football-reference.com/years/2021/draft.htm
Dyami Brown,WR,2021,WAS,3,18,82,https://www.pro-football-reference.com/years/2021/draft.htm
Tommy Tremble,TE,2021,CAR,3,19,83,https://www.pro-football-reference.com/years/2021/draft.htm
Amari Rodgers,WR,2021,GNB,3,21,85,https://www.pro-football-reference.com/years/2021/draft.htm
Trey Sermon,RB,2021,SFO,3,24,88,https://www.pro-football-reference.com/years/2021/draft.htm
Nico Collins,WR,2021,HOU,3,25,89,https://www.pro-football-reference.com/years/2021/draft.htm
Anthony Schwartz,WR,2021,CLE,3,27,91,https://www.pro-football-reference.com/years/2021/draft.htm
Tre' McKitty,TE,2021,LAC,3,33,97,https://www.pro-football-reference.com/years/2021/draft.htm
Michael Carter,RB,2021,NYJ,4,2,107,https://www.pro-football-reference.com/years/2021/draft.htm
Dez Fitzpatrick,WR,2021,TEN,4,4,109,https://www.pro-football-reference.com/years/2021/draft.htm
Amon-Ra St. Brown,WR,2021,DET,4,7,112,https://www.pro-football-reference.com/years/2021/draft.htm
Kene Nwangwu,RB,2021,MIN,4,14,119,https://www.pro-football-reference.com/years/2021/draft.htm
Rhamondre Stevenson,RB,2021,NWE,4,15,120,https://www.pro-football-reference.com/years/2021/draft.htm
John Bates,TE,2021,WAS,4,19,124,https://www.pro-football-reference.com/years/2021/draft.htm
Chuba Hubbard,RB,2021,CAR,4,21,126,https://www.pro-football-reference.com/years/2021/draft.htm
Kylen Granson,TE,2021,IND,4,22,127,https://www.pro-football-reference.com/years/2021/draft.htm
Jaelon Darden,WR,2021,TAM,4,24,129,https://www.pro-football-reference.com/years/2021/draft.htm
Tylan Wallace,WR,2021,BAL,4,26,131,https://www.pro-football-reference.com/years/2021/draft.htm
Ian Book,QB,2021,NOR,4,28,133,https://www.pro-football-reference.com/years/2021/draft.htm
Jacob Harris,WR,2021,LAR,4,36,141,https://www.pro-football-reference.com/years/2021/draft.htm
Luke Farrell,TE,2021,JAX,5,1,145,https://www.pro-football-reference.com/years/2021/draft.htm
Brevin Jordan,TE,2021,HOU,5,3,147,https://www.pro-football-reference.com/years/2021/draft.htm
Kenneth Gainwell,RB,2021,PHI,5,6,150,https://www.pro-football-reference.com/years/2021/draft.htm
Ihmir Smith-Marsette,WR,2021,MIN,5,13,157,https://www.pro-football-reference.com/years/2021/draft.htm
Noah Gray,TE,2021,KAN,5,18,162,https://www.pro-football-reference.com/years/2021/draft.htm
Zach Davidson,TE,2021,MIN,5,24,168,https://www.pro-football-reference.com/years/2021/draft.htm
Simi Fehoko,WR,2021,DAL,5,35,179,https://www.pro-football-reference.com/years/2021/draft.htm
Cornell Powell,WR,2021,KAN,5,37,181,https://www.pro-football-reference.com/years/2021/draft.htm
Ben Mason,RB,2021,BAL,5,40,184,https://www.pro-football-reference.com/years/2021/draft.htm
Frank Darby,WR,2021,ATL,6,3,187,https://www.pro-football-reference.com/years/2021/draft.htm
Elijah Mitchell,RB,2021,SFO,6,10,194,https://www.pro-football-reference.com/years/2021/draft.htm
Gary Brightwell,RB,2021,NYG,6,12,196,https://www.pro-football-reference.com/years/2021/draft.htm
Larry Rountree,RB,2021,LAC,6,14,198,https://www.pro-football-reference.com/years/2021/draft.htm
Chris Evans,RB,2021,CIN,6,18,202,https://www.pro-football-reference.com/years/2021/draft.htm
Marquez Stevenson,WR,2021,BUF,6,19,203,https://www.pro-football-reference.com/years/2021/draft.htm
Shi Smith,WR,2021,CAR,6,20,204,https://www.pro-football-reference.com/years/2021/draft.htm
Racey McMath,WR,2021,TEN,6,21,205,https://www.pro-football-reference.com/years/2021/draft.htm
Jalen Camp,WR,2021,JAX,6,25,209,https://www.pro-football-reference.com/years/2021/draft.htm
Demetric Felton,RB,2021,CLE,6,27,211,https://www.pro-football-reference.com/years/2021/draft.htm
Khalil Herbert,RB,2021,CHI,6,33,217,https://www.pro-football-reference.com/years/2021/draft.htm
Sam Ehlinger,QB,2021,IND,6,34,218,https://www.pro-football-reference.com/years/2021/draft.htm
Seth Williams,WR,2021,DEN,6,35,219,https://www.pro-football-reference.com/years/2021/draft.htm
Dazz Newsome,WR,2021,CHI,6,37,221,https://www.pro-football-reference.com/years/2021/draft.htm
Mike Strachan,WR,2021,IND,7,1,229,https://www.pro-football-reference.com/years/2021/draft.htm
Jake Funk,RB,2021,LAR,7,5,233,https://www.pro-football-reference.com/years/2021/draft.htm
Tre Nixon,WR,2021,NWE,7,14,242,https://www.pro-football-reference.com/years/2021/draft.htm
Gerrid Doaks,RB,2021,MIA,7,16,244,https://www.pro-football-reference.com/years/2021/draft.htm
Ben Skowronek,WR,2021,LAR,7,21,249,https://www.pro-football-reference.com/years/2021/draft.htm
Kawaan Baker,WR,2021,NOR,7,27,255,https://www.pro-football-reference.com/years/2021/draft.htm
Kylin Hill,RB,2021,GNB,7,28,256,https://www.pro-football-reference.com/years/2021/draft.htm
Jermar Jefferson,RB,2021,DET,7,29,257,https://www.pro-football-reference.com/years/2021/draft.htm
Dax Milne,WR,2021,WAS,7,30,258,https://www.pro-football-reference.com/years/2021/draft.htm
Drake London,WR,2022,ATL,1,8,8,https://www.pro-football-reference.com/years/2022/draft.htm
Garrett Wilson,WR,2022,NYJ,1,10,10,https://www.pro-football-reference.com/years/2022/draft.htm
Chris Olave,WR,2022,NOR,1,11,11,https://www.pro-football-reference.com/years/2022/draft.htm
Jameson Williams,WR,2022,DET,1,12,12,https://www.pro-football-reference.com/years/2022/draft.htm
Jahan Dotson,WR,2022,WAS,1,16,16,https://www.pro-football-reference.com/years/2022/draft.htm
Treylon Burks,WR,2022,TEN,1,18,18,https://www.pro-football-reference.com/years/2022/draft.htm
Kenny Pickett,QB,2022,PIT,1,20,20,https://www.pro-football-reference.com/years/2022/draft.htm
Christian Watson,WR,2022,GNB,2,2,34,https://www.pro-football-reference.com/years/2022/draft.htm
Breece Hall,RB,2022,NYJ,2,4,36,https://www.pro-football-reference.com/years/2022/draft.htm
Kenneth Walker III,RB,2022,SEA,2,9,41,https://www.pro-football-reference.com/years/2022/draft.htm
Wan'Dale Robinson,WR,2022,NYG,2,11,43,https://www.pro-football-reference.com/years/2022/draft.htm
John Metchie,WR,2022,HOU,2,12,44,https://www.pro-football-reference.com/years/2022/draft.htm
Tyquan Thornton,WR,2022,NWE,2,18,50,https://www.pro-football-reference.com/years/2022/draft.htm
George Pickens,WR,2022,PIT,2,20,52,https://www.pro-football-reference.com/years/2022/draft.htm
Alec Pierce,WR,2022,IND,2,21,53,https://www.pro-football-reference.com/years/2022/draft.htm
Skyy Moore,WR,2022,KAN,2,22,54,https://www.pro-football-reference.com/years/2022/draft.htm
Trey McBride,TE,2022,ARI,2,23,55,https://www.pro-football-reference.com/years/2022/draft.htm
James Cook,RB,2022,BUF,2,31,63,https://www.pro-football-reference.com/years/2022/draft.htm
Velus Jones Jr.,WR,2022,CHI,3,7,71,https://www.pro-football-reference.com/years/2022/draft.htm
Jelani Woods,TE,2022,IND,3,9,73,https://www.pro-football-reference.com/years/2022/draft.htm
Desmond Ridder,QB,2022,ATL,3,10,74,https://www.pro-football-reference.com/years/2022/draft.htm
Greg Dulcich,TE,2022,DEN,3,16,80,https://www.pro-football-reference.com/years/2022/draft.htm
Malik Willis,QB,2022,TEN,3,22,86,https://www.pro-football-reference.com/years/2022/draft.htm
Jalen Tolbert,WR,2022,DAL,3,24,88,https://www.pro-football-reference.com/years/2022/draft.htm
Rachaad White,RB,2022,TAM,3,27,91,https://www.pro-football-reference.com/years/2022/draft.htm
Tyrion Davis-Price,RB,2022,SFO,3,29,93,https://www.pro-football-reference.com/years/2022/draft.htm
Matt Corral,QB,2022,CAR,3,30,94,https://www.pro-football-reference.com/years/2022/draft.htm
Brian Robinson Jr.,RB,2022,WAS,3,34,98,https://www.pro-football-reference.com/years/2022/draft.htm
David Bell,WR,2022,CLE,3,35,99,https://www.pro-football-reference.com/years/2022/draft.htm
Jeremy Ruckert,TE,2022,NYJ,3,37,101,https://www.pro-football-reference.com/years/2022/draft.htm
Danny Gray,WR,2022,SFO,3,41,105,https://www.pro-football-reference.com/years/2022/draft.htm
Cade Otton,TE,2022,TAM,4,1,106,https://www.pro-football-reference.com/years/2022/draft.htm
Dameon Pierce,RB,2022,HOU,4,2,107,https://www.pro-football-reference.com/years/2022/draft.htm
Daniel Bellinger,TE,2022,NYG,4,7,112,https://www.pro-football-reference.com/years/2022/draft.htm
Zamir White,RB,2022,LVR,4,17,122,https://www.pro-football-reference.com/years/2022/draft.htm
Isaiah Spiller,RB,2022,LAC,4,18,123,https://www.pro-football-reference.com/years/2022/draft.htm
Erik Ezukanma,WR,2022,MIA,4,20,125,https://www.pro-football-reference.com/years/2022/draft.htm
Pierre Strong,RB,2022,NWE,4,22,127,https://www.pro-football-reference.com/years/2022/draft.htm
Charlie Kolar,TE,2022,BAL,4,23,128,https://www.pro-football-reference.com/years/2022/draft.htm
Jake Ferguson,TE,2022,DAL,4,24,129,https://www.pro-football-reference.com/years/2022/draft.htm
Hassan Haskins,RB,2022,TEN,4,26,131,https://www.pro-football-reference.com/years/2022/draft.htm
Romeo Doubs,WR,2022,GNB,4,27,132,https://www.pro-football-reference.com/years/2022/draft.htm
Bailey Zappe,QB,2022,NWE,4,32,137,https://www.pro-football-reference.com/years/2022/draft.htm
Calvin Austin III,WR,2022,PIT,4,33,138,https://www.pro-football-reference.com/years/2022/draft.htm
Isaiah Likely,TE,2022,BAL,4,34,139,https://www.pro-football-reference.com/years/2022/draft.htm
Chigoziem Okonkwo,TE,2022,TEN,4,38,143,https://www.pro-football-reference.com/years/2022/draft.htm
Sam Howell,QB,2022,WAS,5,1,144,https://www.pro-football-reference.com/years/2022/draft.htm
Khalil Shakir,WR,2022,BUF,5,5,148,https://www.pro-football-reference.com/years/2022/draft.htm
Cole Turner,TE,2022,WAS,5,6,149,https://www.pro-football-reference.com/years/2022/draft.htm
Tyler Allgeier,RB,2022,ATL,5,8,151,https://www.pro-football-reference.com/years/2022/draft.htm
Snoop Conner,RB,2022,JAX,5,11,154,https://www.pro-football-reference.com/years/2022/draft.htm
Jerome Ford,RB,2022,CLE,5,13,156,https://www.pro-football-reference.com/years/2022/draft.htm
Montrell Washington,WR,2022,DEN,5,19,162,https://www.pro-football-reference.com/years/2022/draft.htm
Kyle Philips,WR,2022,TEN,5,20,163,https://www.pro-football-reference.com/years/2022/draft.htm
Kyren Williams,RB,2022,LAR,5,21,164,https://www.pro-football-reference.com/years/2022/draft.htm
Ty Chandler,RB,2022,MIN,5,26,169,https://www.pro-football-reference.com/years/2022/draft.htm
Teagan Quitoriano,TE,2022,HOU,5,27,170,https://www.pro-football-reference.com/years/2022/draft.htm
James Mitchell,TE,2022,DET,5,34,177,https://www.pro-football-reference.com/years/2022/draft.htm
Kevin Harris,RB,2022,NWE,6,4,183,https://www.pro-football-reference.com/years/2022/draft.htm
Jalen Nailor,WR,2022,MIN,6,12,191,https://www.pro-football-reference.com/years/2022/draft.htm
Andrew Ogletree,TE,2022,IND,6,13,192,https://www.pro-football-reference.com/years/2022/draft.htm
Tyler Badie,RB,2022,BAL,6,17,196,https://www.pro-football-reference.com/years/2022/draft.htm
Grant Calcaterra,TE,2022,PHI,6,19,198,https://www.pro-football-reference.com/years/2022/draft.htm
Keaontay Ingram,RB,2022,ARI,6,22,201,https://www.pro-football-reference.com/years/2022/draft.htm
Michael Woods II,WR,2022,CLE,6,23,202,https://www.pro-football-reference.com/years/2022/draft.htm
Trestan Ebner,RB,2022,CHI,6,24,203,https://www.pro-football-reference.com/years/2022/draft.htm
Connor Heyward,TE,2022,PIT,6,29,208,https://www.pro-football-reference.com/years/2022/draft.htm
John FitzPatrick,TE,2022,ATL,6,34,213,https://www.pro-football-reference.com/years/2022/draft.htm
Ko Kieft,TE,2022,TAM,6,39,218,https://www.pro-football-reference.com/years/2022/draft.htm
Nick Muse,TE,2022,MIN,7,6,227,https://www.pro-football-reference.com/years/2022/draft.htm
Bo Melton,WR,2022,SEA,7,8,229,https://www.pro-football-reference.com/years/2022/draft.htm
Dareke Young,WR,2022,SEA,7,12,233,https://www.pro-football-reference.com/years/2022/draft.htm
Chris Oladokun,QB,2022,PIT,7,20,241,https://www.pro-football-reference.com/years/2022/draft.htm
Skylar Thompson,QB,2022,MIA,7,26,247,https://www.pro-football-reference.com/years/2022/draft.htm
Brittain Brown,RB,2022,LVR,7,29,250,https://www.pro-football-reference.com/years/2022/draft.htm
Isiah Pacheco,RB,2022,KAN,7,30,251,https://www.pro-football-reference.com/years/2022/draft.htm
Samori Toure,WR,2022,GNB,7,37,258,https://www.pro-football-reference.com/years/2022/draft.htm
Zander Horvath,RB,2022,LAC,7,39,260,https://www.pro-football-reference.com/years/2022/draft.htm
Brock Purdy,QB,2022,SFO,7,41,262,https://www.pro-football-reference.com/years/2022/draft.htm
Bryce Young,QB,2023,CAR,1,1,1,https://www.pro-football-reference.com/years/2023/draft.htm
C.J. Stroud,QB,2023,HOU,1,2,2,https://www.pro-football-reference.com/years/2023/draft.htm
Anthony Richardson,QB,2023,IND,1,4,4,https://www.pro-football-reference.com/years/2023/draft.htm
Bijan Robinson,RB,2023,ATL,1,8,8,https://www.pro-football-reference.com/years/2023/draft.htm
Jahmyr Gibbs,RB,2023,DET,1,12,12,https://www.pro-football-reference.com/years/2023/draft.htm
Jaxon Smith-Njigba,WR,2023,SEA,1,20,20,https://www.pro-football-reference.com/years/2023/draft.htm
Quentin Johnston,WR,2023,LAC,1,21,21,https://www.pro-football-reference.com/years/2023/draft.htm
Zay Flowers,WR,2023,BAL,1,22,22,https://www.pro-football-reference.com/years/2023/draft.htm
Jordan Addison,WR,2023,MIN,1,23,23,https://www.pro-football-reference.com/years/2023/draft.htm
Dalton Kincaid,TE,2023,BUF,1,25,25,https://www.pro-football-reference.com/years/2023/draft.htm
Will Levis,QB,2023,TEN,2,2,33,https://www.pro-football-reference.com/years/2023/draft.htm
Sam LaPorta,TE,2023,DET,2,3,34,https://www.pro-football-reference.com/years/2023/draft.htm
Michael Mayer,TE,2023,LVR,2,4,35,https://www.pro-football-reference.com/years/2023/draft.htm
Jonathan Mingo,WR,2023,CAR,2,8,39,https://www.pro-football-reference.com/years/2023/draft.htm
Luke Musgrave,TE,2023,GNB,2,11,42,https://www.pro-football-reference.com/years/2023/draft.htm
Jayden Reed,WR,2023,GNB,2,19,50,https://www.pro-football-reference.com/years/2023/draft.htm
Zach Charbonnet,RB,2023,SEA,2,21,52,https://www.pro-football-reference.com/years/2023/draft.htm
Rashee Rice,WR,2023,KAN,2,24,55,https://www.pro-football-reference.com/years/2023/draft.htm
Luke Schoonmaker,TE,2023,DAL,2,27,58,https://www.pro-football-reference.com/years/2023/draft.htm
Brenton Strange,TE,2023,JAX,2,30,61,https://www.pro-football-reference.com/years/2023/draft.htm
Marvin Mims,WR,2023,DEN,2,32,63,https://www.pro-football-reference.com/years/2023/draft.htm
Hendon Hooker,QB,2023,DET,3,5,68,https://www.pro-football-reference.com/years/2023/draft.htm
Tank Dell,WR,2023,HOU,3,6,69,https://www.pro-football-reference.com/years/2023/draft.htm
Kendre Miller,RB,2023,NOR,3,8,71,https://www.pro-football-reference.com/years/2023/draft.htm
Jalin Hyatt,WR,2023,NYG,3,10,73,https://www.pro-football-reference.com/years/2023/draft.htm
Cedric Tillman,WR,2023,CLE,3,11,74,https://www.pro-football-reference.com/years/2023/draft.htm
Tucker Kraft,TE,2023,GNB,3,15,78,https://www.pro-football-reference.com/years/2023/draft.htm
Josh Downs,WR,2023,IND,3,16,79,https://www.pro-football-reference.com/years/2023/draft.htm
Tyjae Spears,RB,2023,TEN,3,18,81,https://www.pro-football-reference.com/years/2023/draft.htm
De'Von Achane,RB,2023,MIA,3,21,84,https://www.pro-football-reference.com/years/2023/draft.htm
Tank Bigsby,RB,2023,JAX,3,25,88,https://www.pro-football-reference.com/years/2023/draft.htm
Darnell Washington,TE,2023,PIT,3,30,93,https://www.pro-football-reference.com/years/2023/draft.htm
Michael Wilson,WR,2023,ARI,3,31,94,https://www.pro-football-reference.com/years/2023/draft.htm
Tre Tucker,WR,2023,LVR,3,37,100,https://www.pro-football-reference.com/years/2023/draft.htm
Cameron Latu,TE,2023,SFO,3,38,101,https://www.pro-football-reference.com/years/2023/draft.htm
