player_name,pos,Draft Capital,birth_date,breakout_age,Year1,Age1,DOM1,DOM+1,PDOM1,PDOM+1,RDOM1,RDOM+1,Speed1,BMI1,Comp%1,ADJ%1,BTT%1,TWP%1,DAA1,YPA1,EPA/P1,aYPTPA1,elu1,Year2,Age2,DOM2,DOM+2,PDOM2,PDOM+2,RDOM2,RDOM+2,Speed2,BMI2,Comp%2,ADJ%2,BTT%2,TWP%2,DAA2,YPA2,EPA/P2,aYPTPA2,elu2,Year3,Age3,DOM3,DOM+3,PDOM3,PDOM+3,RDOM3,RDOM+3,Speed3,BMI3,Comp%3,ADJ%3,BTT%3,TWP%3,DAA3,YPA3,EPA/P3,aYPTPA3,elu3,Year4,Age4,DOM4,DOM+4,PDOM4,PDOM+4,RDOM4,RDOM+4,Speed4,BMI4,Comp%4,ADJ%4,BTT%4,TWP%4,DAA4,YPA4,EPA/P4,aYPTPA4,birthday_parsed,birthdate_source_url
Todd Husak,QB,6.0,1978-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-07-06,https://www.pro-football-reference.com/players/H/HusaTo20.htm
Tom Brady,QB,6.0,1977-08-03,40.08,2015.0,38.08,0.043,0.041,0.0,0.0,0.0,0.0,,,,,,,,,,,,2017.0,40.08,0.311,0.218,0.0,0.0,0.0,0.0,,,,,,,,,,,,2018.0,41.08,0.394,0.276,0.0,0.0,0.0,0.0,,,,,,,,,,,,2018.0,41.08,0.002,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,1977-08-03,https://www.pro-football-reference.com/players/B/BradTo00.htm
Tom Brandstater,QB,6.0,1984-10-21,,2005.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,21.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2007.0,22.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,23.86,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1984-10-21,https://www.pro-football-reference.com/players/B/BranTo00.htm
Tom Savage,QB,4.0,1990-04-26,23.35,2009.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,19.35,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2010.0,20.35,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,23.35,0.04,0.038,1.023,0.972,0.0,0.0,,,,,,,,,,,1990-04-26,https://www.pro-football-reference.com/players/S/SavaTo00.htm
Tommy Mellott,QB,6.0,2001-03-30,,2001.0,0.42,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,2002.0,1.42,0.058,0.055,0.006,0.006,0.0,0.0,,,,,,,,,,,,2003.0,2.42,0.001,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,2003.0,2.42,0.061,0.057,0.0,0.0,0.0,0.0,,,,,,,,,,,2001-03-30,https://en.wikipedia.org/wiki/Tommy_Mellott
Tommy Stevens,QB,7.0,1996-12-15,,2016.0,19.71,0.062,0.062,0.005,0.005,0.0,0.0,,,,,,,,,,,,2017.0,20.71,0.039,0.039,0.068,0.068,0.0,0.0,,,,,,,,,,,,2017.0,20.71,0.088,0.088,0.068,0.068,0.0,0.0,,,,,,,,,,,,2018.0,21.71,0.0,0.0,0.043,0.043,0.0,0.0,,,,,,,,,,,1996-12-15,https://www.pro-football-reference.com/players/S/StevTo01.htm
Tony Pike,QB,6.0,1986-03-10,,2007.0,21.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2008.0,22.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2009.0,23.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986-03-10,https://www.pro-football-reference.com/players/P/PikeTo00.htm
Trace McSorley,QB,6.0,1995-08-23,21.03,2015.0,20.02,0.008,0.008,0.083,0.083,0.0,0.0,,,,,,,,,,,,2016.0,21.03,0.171,0.171,0.995,0.995,0.0,0.0,,,,,,,,,,,,2017.0,22.03,0.237,0.237,0.911,0.911,0.0,0.0,,,,,,,,,,,,2018.0,23.03,0.426,0.426,0.875,0.875,0.0,0.0,,,,,,,,,,,1995-08-23,https://www.pro-football-reference.com/players/M/McSoTr00.htm
Trent Edwards,QB,3.0,1983-10-30,20.84,2003.0,19.84,0.036,0.022,0.349,0.209,0.0,0.0,,,,,,,,,,,,2004.0,20.84,-0.001,-0.001,0.662,0.397,0.0,0.0,,,,,,,,,,,,2005.0,21.84,0.031,0.019,0.865,0.519,0.0,0.0,,,,,,,,,,,,2006.0,22.84,0.009,0.006,0.556,0.334,0.0,0.0,,,,,,,,,,,1983-10-30,https://www.pro-football-reference.com/players/E/EdwaTr01.htm
Trevor Lawrence,QB,1.0,1999-10-06,18.9,2018.0,18.9,-0.001,-0.001,0.798,0.758,0.0,0.0,,,,,,,,,,,,2018.0,18.9,0.035,0.033,0.798,0.758,0.0,0.0,,,,,,,,,,,,2019.0,19.9,0.178,0.169,0.874,0.83,0.0,0.0,,,,,,,,,,,,2019.0,19.9,0.0,0.0,0.874,0.83,0.0,0.0,,,,,,,,,,,1999-10-06,https://www.pro-football-reference.com/players/L/LawrTr00.htm
Trevor Siemian,QB,7.0,1991-12-26,21.68,2011.0,19.68,0.003,0.003,0.096,0.096,0.0,0.0,,,,,,,,,,,,2012.0,20.68,0.047,0.047,0.513,0.513,0.0,0.0,,,,,,,,,,,,2013.0,21.68,0.006,0.006,0.761,0.761,0.0,0.0,,,,,,,,,,,,2014.0,22.68,0.226,0.226,0.776,0.776,0.0,0.0,,,,,,,,,,,1991-12-26,https://www.pro-football-reference.com/players/S/SiemTr00.htm
Trey Lance,QB,1.0,2000-05-09,,2005.0,5.31,0.008,0.007,0.0,0.0,0.0,0.0,,,,,,,,,,,,2006.0,6.31,0.103,0.098,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000-05-09,https://www.pro-football-reference.com/players/L/LancTr00.htm
Troy Smith,QB,5.0,1977-07-30,28.09,2003.0,26.09,0.003,0.003,0.0,0.0,0.0,0.0,,,,,,,,,,,,2004.0,27.09,0.0,0.0,0.499,0.499,0.0,0.0,,,,,,,,,,,,2005.0,28.09,0.418,0.418,0.866,0.866,0.0,0.0,,,,,,,,,,,,2006.0,29.09,0.053,0.053,0.939,0.939,0.0,0.0,,,,,,,,,,,1977-07-30,https://www.pro-football-reference.com/players/S/SmitTr00.htm
Tua Tagovailoa,QB,1.0,1998-03-02,20.5,2017.0,19.5,0.06,0.06,0.314,0.314,0.0,0.0,,,,,,,,,,,,2018.0,20.5,0.068,0.068,0.822,0.822,0.0,0.0,,,,,,,,,,,,2019.0,21.5,0.022,0.022,0.656,0.656,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-03-02,https://www.pro-football-reference.com/players/T/TagoTu00.htm
Tyler Shough,QB,2.0,1999-09-28,20.93,2019.0,19.93,0.002,0.001,0.063,0.06,0.0,0.0,,,,,,,,,,,,2020.0,20.93,0.145,0.138,0.886,0.841,0.0,0.0,,,,,,,,,,,,2021.0,21.93,0.058,0.055,0.297,0.282,0.0,0.0,,,,,,,,,,,,2022.0,22.93,0.111,0.106,0.3,0.285,0.0,0.0,,,,,,,,,,,1999-09-28,https://www.pro-football-reference.com/players/S/ShouTy00.htm
Tyler Thigpen,QB,7.0,1984-04-14,,2011.0,27.38,0.068,0.052,0.0,0.0,0.0,0.0,,,,,,,,,,,,2013.0,29.38,0.06,0.046,0.0,0.0,0.0,0.0,,,,,,,,,,,,2014.0,30.38,0.064,0.045,0.0,0.0,0.0,0.0,,,,,,,,,,,,2015.0,31.38,0.134,0.094,0.0,0.0,0.0,0.0,,,,,,,,,,,1984-04-14,https://www.pro-football-reference.com/players/T/ThigTy00.htm
Tyler Wilson,QB,4.0,1989-08-16,22.04,2008.0,19.04,-0.004,-0.004,0.037,0.037,0.0,0.0,,,,,,,,,,,,2009.0,20.04,0.0,0.0,0.06,0.06,0.0,0.0,,,,,,,,,,,,2010.0,21.04,-0.003,-0.003,0.108,0.108,0.0,0.0,,,,,,,,,,,,2011.0,22.04,0.077,0.077,0.927,0.927,0.0,0.0,,,,,,,,,,,1989-08-16,https://en.wikipedia.org/wiki/Tyler_Wilson_(American_football)
Tyrod Taylor,QB,6.0,1989-08-03,18.08,2007.0,18.08,0.254,0.242,0.315,0.299,0.0,0.0,,,,,,,,,,,,2008.0,19.08,0.788,0.748,0.453,0.431,0.0,0.0,,,,,,,,,,,,2009.0,20.08,0.256,0.243,0.948,0.9,0.0,0.0,,,,,,,,,,,,2010.0,21.08,0.22,0.209,0.981,0.932,0.0,0.0,,,,,,,,,,,1989-08-03,https://www.pro-football-reference.com/players/T/TaylTy00.htm
Vince Young,QB,1.0,1983-05-18,20.29,2003.0,20.29,0.436,0.414,0.351,0.334,0.0,0.0,,,,,,,,,,,,2004.0,21.29,0.012,0.011,0.966,0.918,0.0,0.0,,,,,,,,,,,,2005.0,22.29,0.401,0.381,0.992,0.943,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983-05-18,https://www.pro-football-reference.com/players/Y/YounVi00.htm
Wes Pate,QB,7.0,1923-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923-12-05,https://en.wikipedia.org/wiki/Johnny_Pate
Will Grier,QB,3.0,1995-04-03,22.41,2015.0,20.41,0.07,0.07,0.458,0.458,0.0,0.0,,,,,,,,,,,,2017.0,22.41,0.042,0.04,0.893,0.849,0.0,0.0,,,,,,,,,,,,2018.0,23.41,0.029,0.027,0.945,0.898,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-04-03,https://www.pro-football-reference.com/players/G/GrieWi00.htm
Will Howard,QB,6.0,2001-09-24,18.94,2020.0,18.94,0.223,0.212,0.651,0.618,0.0,0.0,,,,,,,,,,,,2021.0,19.94,0.178,0.169,0.1,0.095,0.0,0.0,,,,,,,,,,,,2022.0,20.94,0.075,0.071,0.634,0.602,0.0,0.0,,,,,,,,,,,,2023.0,21.94,0.206,0.196,0.822,0.78,0.0,0.0,,,,,,,,,,,2001-09-24,https://en.wikipedia.org/wiki/Will_Howard_(American_football)
Will Levis,QB,2.0,1999-06-27,22.18,2019.0,20.18,0.097,0.097,0.079,0.079,0.0,0.0,,,,,,,,,,,,2020.0,21.18,0.145,0.145,0.121,0.121,0.0,0.0,,,,,,,,,,,,2021.0,22.18,0.003,0.003,0.982,0.982,0.0,0.0,,,,,,,,,,,,2021.0,22.18,0.252,0.252,0.982,0.982,0.0,0.0,,,,,,,,,,,1999-06-27,https://www.pro-football-reference.com/players/L/LeviWi00.htm
Zac Dysert,QB,7.0,1990-02-08,19.56,2009.0,19.56,0.206,0.144,0.798,0.559,0.0,0.0,,,,,,,,,,,,2010.0,20.56,0.03,0.021,0.681,0.477,0.0,0.0,,,,,,,,,,,,2011.0,21.56,0.099,0.07,0.969,0.678,0.0,0.0,,,,,,,,,,,,2012.0,22.56,0.075,0.053,0.967,0.677,0.0,0.0,,,,,,,,,,,1990-02-08,https://en.wikipedia.org/wiki/Zac_Dysert
Zac Robinson,QB,7.0,1986-09-29,20.92,2006.0,19.92,0.046,0.044,0.121,0.115,0.0,0.0,,,,,,,,,,,,2007.0,20.92,0.307,0.292,0.889,0.845,0.0,0.0,,,,,,,,,,,,2008.0,21.92,0.003,0.003,0.987,0.937,0.0,0.0,,,,,,,,,,,,2008.0,21.92,0.249,0.237,0.987,0.937,0.0,0.0,,,,,,,,,,,1986-09-29,https://en.wikipedia.org/wiki/Zac_Robinson
Zach Mettenberger,QB,6.0,1991-07-16,21.13,2011.0,20.13,0.007,0.007,0.045,0.045,0.0,0.0,,,,,,,,,,,,2012.0,21.13,-0.04,-0.04,1.0,1.0,0.0,0.0,,,,,,,,,,,,2013.0,22.13,-0.02,-0.02,0.951,0.951,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991-07-16,https://www.pro-football-reference.com/players/M/MettZa00.htm
Zach Wilson,QB,1.0,1999-08-03,,2018.0,19.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,20.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2019.0,20.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2020.0,21.08,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1999-08-03,https://www.pro-football-reference.com/players/W/WilsZa00.htm
